Age,Income,Education_Level,Travel_Frequency,Vacation_Budget,Proximity_to_Mountains,Proximity_to_Beaches,Pets,Environmental_Concerns,Preference,Gender_1,Gender_2,Preferred_Activities_1,Preferred_Activities_2,Preferred_Activities_3,Location_1,Location_2,Favorite_Season_1,Favorite_Season_2,Favorite_Season_3
21,87965,0,8,1492,163,294,1,0,1,0,1,1,0,0,0,0,0,1,0
37,68854,2,0,2875,159,182,1,1,1,0,1,1,0,0,1,0,1,0,0
51,24138,3,4,3329,138,220,1,0,1,0,0,0,0,0,0,0,1,0,0
29,66428,1,5,1932,84,86,1,0,0,0,0,0,0,1,0,0,0,0,0
50,105739,1,2,722,252,270,1,1,1,0,1,1,0,0,0,0,1,0,0
41,96764,1,1,4362,235,97,0,1,0,1,0,0,0,0,1,0,0,1,0
37,36493,1,2,4070,103,76,1,0,0,0,0,1,0,0,1,0,0,0,1
22,29119,0,3,3980,141,152,0,1,0,0,1,0,1,0,0,1,1,0,0
55,37237,1,4,4354,136,14,0,1,0,0,0,1,0,0,0,1,0,0,1
47,79180,2,7,3554,35,51,0,1,0,0,1,0,0,1,0,0,0,1,0
41,105749,0,8,3883,109,85,1,1,0,0,0,0,0,0,0,0,0,1,0
60,102283,2,8,4292,66,193,0,0,0,1,0,0,0,1,0,1,0,1,0
57,65126,1,4,2268,236,184,1,0,0,1,0,0,1,0,0,1,1,0,0
24,119296,0,0,3437,109,250,1,0,1,0,0,0,0,0,0,1,0,0,0
53,42421,0,7,3953,121,53,0,1,0,0,0,1,0,0,1,0,1,0,0
55,97625,3,6,2977,262,245,0,1,0,0,0,1,0,0,0,1,0,1,0
33,66266,2,9,540,177,136,1,0,0,1,0,1,0,0,0,0,0,0,1
69,32827,0,6,863,86,35,1,0,0,0,0,1,0,0,0,1,0,0,1
32,113396,0,6,2789,138,108,0,0,0,1,0,0,1,0,1,0,0,1,0
63,68694,1,9,1115,29,115,1,0,1,0,0,0,0,0,0,1,0,1,0
40,44099,0,3,2389,69,243,1,0,0,0,0,0,1,0,1,0,0,0,1
29,52707,1,0,1868,167,257,0,0,1,0,1,1,0,0,1,0,0,1,0
46,101322,1,9,4227,212,137,0,0,0,1,0,0,1,0,0,1,0,0,1
61,48370,0,7,3917,194,30,1,0,0,0,0,0,1,0,0,0,0,0,1
65,45906,1,1,4614,283,112,0,0,0,1,0,0,0,0,1,0,1,0,0
32,21913,3,2,1646,118,185,0,0,1,0,1,0,0,0,0,0,1,0,0
46,34388,0,6,2868,153,119,0,1,0,1,0,1,0,0,0,1,1,0,0
62,105642,3,5,4230,200,251,0,1,0,1,0,0,0,1,0,1,0,0,1
60,108621,0,1,3504,121,88,0,1,0,1,0,1,0,0,0,1,0,0,1
66,34417,2,1,576,135,92,0,0,0,1,0,0,1,0,1,0,0,0,1
38,33485,1,0,4379,226,123,0,0,0,1,0,0,0,1,0,0,1,0,0
32,21868,3,8,1873,139,215,0,1,0,1,0,0,1,0,0,0,0,1,0
31,96082,1,1,4285,224,74,0,0,0,1,0,0,0,0,1,0,0,0,1
59,112938,1,5,1238,114,225,1,0,0,0,0,0,1,0,0,1,0,0,0
61,30034,2,4,1816,228,229,1,0,0,0,0,0,0,1,0,1,0,0,0
33,23098,1,3,769,244,122,1,1,0,1,0,1,0,0,0,1,0,0,1
32,63568,2,3,4711,250,67,1,0,0,1,0,0,0,1,0,1,0,0,1
59,92975,2,8,4743,202,42,1,1,0,0,0,1,0,0,1,0,0,1,0
21,90961,3,3,1023,168,48,0,1,0,0,1,0,0,0,1,0,1,0,0
44,90542,1,4,984,117,97,0,0,0,0,0,0,0,1,1,0,0,1,0
40,29653,0,0,1453,186,140,0,1,0,0,1,0,0,1,1,0,0,0,0
46,112429,2,7,4901,167,139,0,0,0,1,0,0,0,0,1,0,1,0,0
58,82926,0,9,4088,19,238,1,1,0,1,0,0,1,0,0,1,1,0,0
69,29725,0,2,4510,54,220,1,0,1,0,0,0,0,0,0,1,0,0,1
26,71921,0,7,1324,114,270,1,0,0,0,0,0,0,1,0,0,0,0,0
69,64235,0,6,3956,282,243,1,1,0,0,0,0,0,0,1,0,0,0,0
60,110905,3,5,1428,86,108,1,1,0,1,0,0,0,1,0,0,0,1,0
60,56391,0,4,1071,67,114,0,0,1,0,0,0,0,0,0,0,0,0,0
24,87829,0,3,1791,102,51,0,1,0,0,0,0,0,1,0,1,0,0,0
59,62513,3,0,1688,251,205,1,0,0,0,1,0,0,1,1,0,0,1,0
21,57785,3,7,4538,219,285,1,1,1,1,0,1,0,0,0,0,0,0,0
22,20501,0,5,2501,214,12,0,1,0,1,0,0,0,0,0,0,0,1,0
22,80525,1,1,1211,81,56,1,1,0,1,0,0,1,0,0,0,0,1,0
28,53681,3,2,2043,87,196,1,0,0,0,0,0,1,0,1,0,0,1,0
58,112175,0,8,2694,191,52,0,1,0,1,0,0,0,1,0,1,0,0,1
45,113540,0,5,3712,168,180,1,1,0,0,0,0,1,0,0,1,0,0,1
33,75444,2,7,2741,147,288,0,0,0,0,1,0,0,1,1,0,0,0,1
58,106515,2,0,3411,125,212,0,0,0,1,0,0,0,1,1,0,1,0,0
47,104598,2,8,3354,157,230,0,1,0,0,1,0,0,1,1,0,0,1,0
21,63996,0,1,4982,35,59,1,1,0,0,1,0,1,0,0,0,0,0,1
19,79869,3,6,1301,28,203,1,1,0,1,0,0,1,0,0,0,0,0,0
63,64295,1,7,2429,235,96,1,1,0,1,0,0,0,1,0,0,0,0,0
20,95003,0,5,2289,255,229,1,0,0,0,0,0,1,0,0,1,1,0,0
67,91266,2,8,2222,155,297,0,1,0,0,1,0,0,1,1,0,0,0,1
38,29817,0,4,2691,213,200,1,0,0,0,1,0,0,0,1,0,0,1,0
23,50151,3,5,4100,253,94,0,1,0,0,0,0,0,1,0,1,1,0,0
60,97073,3,4,1697,207,115,1,0,0,1,0,0,0,0,1,0,1,0,0
35,64055,1,8,1856,179,27,1,1,0,0,1,0,1,0,0,1,0,0,1
61,105060,0,6,611,228,205,0,0,0,0,0,0,0,0,1,0,0,1,0
22,83897,3,8,3166,91,166,1,0,0,0,1,0,1,0,0,0,0,0,0
26,101737,3,2,2472,262,218,1,0,0,0,1,0,0,1,1,0,0,0,0
37,85546,2,2,4263,46,117,1,1,0,0,0,0,1,0,1,0,0,1,0
45,44835,2,2,640,106,229,1,1,0,0,1,0,1,0,0,0,0,0,0
43,80425,0,7,3607,119,26,1,0,0,0,0,1,0,0,0,1,0,0,0
35,55723,0,4,3399,97,176,0,0,1,0,0,1,0,0,0,0,0,0,1
36,22794,3,4,4974,282,47,0,0,0,0,1,0,1,0,0,0,0,1,0
20,64122,3,1,3085,47,149,1,0,1,0,1,0,0,0,1,0,0,0,0
26,43776,3,9,2682,121,23,1,0,0,1,0,0,1,0,0,0,0,0,0
53,88063,0,1,2449,132,179,0,1,1,1,0,1,0,0,1,0,0,1,0
48,93750,2,1,686,167,265,1,1,0,0,1,0,1,0,0,1,0,0,0
66,64215,3,4,3392,270,129,0,1,0,1,0,0,1,0,0,0,1,0,0
34,109303,1,4,2129,113,221,0,1,0,1,0,0,0,1,0,1,0,1,0
40,71757,0,0,4515,117,140,0,0,0,0,0,0,0,1,1,0,1,0,0
51,77693,1,0,2100,185,154,0,0,0,0,1,0,0,1,1,0,0,0,0
58,65641,1,3,2130,58,88,1,0,1,1,0,0,0,0,0,0,1,0,0
58,89632,0,0,1056,64,209,0,0,1,1,0,0,0,0,1,0,0,0,0
22,52396,0,4,1962,224,125,0,0,0,1,0,0,0,0,0,1,0,0,0
32,39235,1,2,4545,113,155,0,1,1,0,1,0,0,0,0,0,0,0,0
64,53853,0,6,3552,254,98,0,1,0,0,0,0,0,0,1,0,0,1,0
20,85086,1,8,1655,211,29,1,0,0,0,1,0,0,0,1,0,1,0,0
36,67426,1,4,1092,200,275,0,1,1,0,0,0,0,0,0,1,0,0,1
45,26891,0,3,1857,162,289,0,0,1,1,0,0,0,0,0,0,1,0,0
20,81455,1,2,1144,118,234,0,0,0,0,1,0,0,1,0,1,0,0,1
55,51181,2,1,1624,31,139,0,1,0,0,0,0,1,0,0,1,1,0,0
21,85959,3,1,1034,273,223,1,0,0,1,0,0,1,0,1,0,0,1,0
41,68885,1,7,1347,148,177,1,0,1,1,0,1,0,0,0,0,0,0,1
48,105228,3,7,2386,91,50,1,0,0,0,1,0,0,1,0,0,0,0,1
62,111439,3,0,4024,37,88,0,1,0,0,0,0,0,1,0,1,1,0,0
62,27278,0,9,3521,217,199,1,1,0,1,0,1,0,0,1,0,1,0,0
28,22456,2,0,4136,47,27,0,1,0,1,0,0,1,0,0,0,0,0,1
54,38101,0,6,3263,107,255,1,0,0,1,0,0,1,0,1,0,1,0,0
18,28668,0,5,538,187,49,0,1,0,0,0,1,0,0,0,1,0,0,0
26,50544,2,6,3375,160,22,0,1,0,0,0,0,0,0,0,1,1,0,0
34,79336,2,1,731,169,118,1,1,0,1,0,0,0,1,1,0,0,1,0
18,87153,2,9,4358,165,120,0,0,0,0,0,0,0,1,1,0,1,0,0
20,37867,3,3,2189,184,26,1,1,0,1,0,0,0,0,1,0,0,0,0
64,106444,3,7,3728,292,95,1,0,0,1,0,0,0,0,1,0,0,0,0
43,79504,2,1,526,246,71,0,1,0,0,0,1,0,0,0,0,1,0,0
48,119995,0,5,1751,69,193,1,0,1,0,0,1,0,0,1,0,0,0,1
43,56605,3,9,3134,140,165,0,1,1,0,1,0,0,0,0,1,0,0,1
40,68692,2,2,626,33,125,1,1,1,0,1,0,0,0,0,1,0,1,0
47,87381,2,1,4615,137,120,0,1,0,0,0,0,1,0,0,0,0,1,0
27,61055,3,0,638,11,152,1,0,1,0,0,1,0,0,1,0,0,0,0
25,112647,2,4,1886,163,29,0,1,0,0,0,0,0,1,0,1,0,0,0
61,116054,2,4,3420,234,174,0,1,0,0,0,0,0,0,1,0,0,0,1
42,32224,0,7,4556,53,58,0,0,1,1,0,1,0,0,0,0,0,1,0
39,89397,3,4,1180,78,66,1,0,0,1,0,0,0,0,0,0,0,0,1
32,75090,1,9,2712,243,77,0,1,0,0,1,0,1,0,0,0,1,0,0
58,28331,2,9,1534,162,155,0,1,0,0,0,0,0,0,1,0,0,0,1
27,58074,0,1,2696,203,111,1,0,0,0,1,1,0,0,1,0,0,0,1
37,83575,1,3,4610,6,58,0,0,0,0,0,0,1,0,1,0,1,0,0
58,116870,0,4,1241,139,148,1,0,1,0,0,0,0,0,0,1,0,1,0
64,115720,3,3,2781,243,248,1,0,0,0,0,0,0,1,1,0,1,0,0
40,78715,1,2,3784,72,221,1,1,0,1,0,0,1,0,0,0,0,0,0
18,88446,3,0,2915,181,236,1,0,1,0,1,0,0,0,1,0,0,1,0
19,94981,3,2,4285,111,256,0,0,0,0,0,0,0,1,0,0,0,0,0
36,37381,0,1,2427,135,173,0,0,0,0,1,0,1,0,0,1,0,0,1
31,94075,0,6,2146,220,97,0,1,0,0,1,0,0,0,0,1,0,0,0
25,98792,3,0,3494,175,15,1,0,0,1,0,0,1,0,1,0,0,0,1
55,100469,3,0,4277,190,180,1,1,0,1,0,1,0,0,0,1,1,0,0
29,45862,2,7,2405,292,84,1,1,0,0,0,0,1,0,0,1,0,0,1
43,112828,3,6,2174,198,241,0,1,0,0,1,0,0,1,0,1,0,0,0
44,85406,3,6,4104,291,241,0,0,0,1,0,0,0,0,0,1,0,1,0
46,78748,3,8,2054,225,186,1,1,0,0,1,0,0,1,0,1,1,0,0
32,98836,1,6,4975,166,153,0,0,0,0,1,0,1,0,1,0,0,0,1
63,58007,0,9,4032,246,81,0,1,0,0,0,0,1,0,1,0,0,1,0
18,59212,3,9,4940,8,263,1,1,0,0,1,0,1,0,0,0,0,0,1
60,50089,3,9,4366,15,250,1,1,1,1,0,0,0,0,0,0,1,0,0
45,112009,1,3,2507,11,268,1,0,0,0,0,0,0,1,0,0,0,0,0
20,49315,3,7,4836,71,152,0,0,0,0,0,0,0,1,0,0,1,0,0
68,51511,3,6,4134,58,120,0,0,1,0,0,0,0,0,0,1,0,0,0
35,74356,1,2,4249,188,30,0,1,0,1,0,0,1,0,0,0,0,0,1
69,81009,2,4,3339,209,274,0,0,1,0,0,1,0,0,0,1,1,0,0
51,107449,0,1,2812,141,277,1,1,0,0,1,0,0,1,0,1,0,0,0
49,113111,2,9,4498,211,217,0,0,1,0,0,1,0,0,0,0,0,0,1
46,98663,1,8,4745,294,259,0,0,0,1,0,1,0,0,0,1,0,0,1
42,47670,3,5,4088,68,137,0,1,0,1,0,0,0,1,0,0,0,0,1
43,100136,2,6,2681,231,31,0,1,0,0,0,0,0,0,0,1,0,1,0
56,51768,1,1,2902,234,150,0,0,0,0,1,0,1,0,1,0,0,1,0
25,46851,3,1,3463,54,181,1,0,1,1,0,0,0,0,0,0,1,0,0
36,108710,1,8,1768,78,235,0,0,1,1,0,1,0,0,0,1,0,0,1
64,56192,2,0,4809,171,86,1,1,0,1,0,1,0,0,0,0,0,0,0
59,90330,2,3,2794,13,113,0,1,1,0,0,0,0,0,0,1,0,1,0
39,85466,3,8,1590,40,172,1,1,1,1,0,0,0,0,0,1,1,0,0
46,71678,1,4,1002,101,140,1,1,1,1,0,0,0,0,0,0,0,1,0
50,94128,0,3,1249,33,268,0,1,1,1,0,1,0,0,0,0,1,0,0
55,31426,0,2,3660,5,124,0,1,1,0,0,0,0,0,0,1,1,0,0
62,20313,3,5,3441,274,114,1,0,0,1,0,0,0,0,1,0,0,0,1
63,108604,1,0,1976,47,232,1,0,1,1,0,0,0,0,1,0,0,1,0
52,93150,0,0,4056,14,226,1,1,1,0,0,1,0,0,0,0,1,0,0
60,115031,3,8,4670,272,281,0,0,0,0,0,0,0,1,0,0,1,0,0
20,118930,2,9,4356,268,35,0,1,0,0,1,0,0,1,0,0,0,0,1
36,110942,2,9,3754,202,285,1,1,1,1,0,0,0,0,0,1,0,0,1
27,107249,2,5,3773,235,283,1,0,0,0,0,0,1,0,0,0,0,0,1
44,30569,3,4,3808,92,29,1,0,0,0,1,0,1,0,1,0,0,1,0
32,78638,2,4,3611,41,57,0,0,1,1,0,0,0,0,0,1,0,0,0
28,65175,1,0,2949,272,96,1,1,0,0,0,1,0,0,1,0,0,0,1
64,67416,3,9,3651,10,150,0,0,1,0,0,1,0,0,0,0,0,0,0
43,62630,1,0,1572,36,144,0,1,0,1,0,0,0,1,0,0,0,0,1
41,69253,1,4,4601,159,279,1,0,0,1,0,0,1,0,1,0,0,0,1
30,43769,1,1,3711,60,179,1,1,1,0,1,1,0,0,0,0,0,1,0
49,29553,0,5,4646,126,49,0,1,0,1,0,1,0,0,0,1,0,1,0
54,61733,1,7,643,145,119,0,1,0,1,0,1,0,0,0,0,1,0,0
21,110092,3,8,1251,136,201,0,1,1,1,0,1,0,0,0,1,0,0,0
30,22858,0,0,2529,283,295,1,1,0,0,0,0,1,0,0,1,0,0,0
26,98808,3,5,1353,10,274,1,0,1,0,1,1,0,0,1,0,1,0,0
66,64728,3,3,2383,109,220,0,0,1,0,1,1,0,0,0,0,0,0,0
51,33899,0,8,1152,101,235,0,0,0,0,1,0,1,0,0,0,0,0,1
54,74322,3,4,4105,185,120,1,1,0,0,0,1,0,0,0,1,0,0,0
65,40028,2,2,553,134,175,1,0,1,1,0,1,0,0,1,0,0,1,0
24,53885,0,4,3730,123,151,1,0,0,0,0,0,1,0,0,1,0,0,1
18,118322,0,3,1194,273,206,0,1,0,0,1,0,0,0,0,1,0,0,0
29,77208,2,4,4268,138,230,1,0,0,1,0,0,1,0,0,1,0,0,0
38,101428,0,0,1285,169,232,0,1,1,1,0,0,0,0,0,1,0,1,0
28,97730,3,1,4972,177,88,0,1,0,0,1,0,0,1,1,0,0,0,1
61,39014,2,3,4903,266,191,1,0,0,1,0,0,1,0,0,0,1,0,0
68,51797,3,3,4439,131,13,0,0,0,0,0,0,0,0,1,0,0,1,0
61,47497,0,6,4878,238,63,1,0,0,0,1,0,0,1,0,0,0,1,0
61,60786,2,0,4023,208,223,1,1,0,0,0,0,1,0,0,1,0,0,0
31,88581,0,4,1859,287,282,0,1,0,1,0,0,0,1,0,0,0,1,0
51,99385,1,5,1721,142,60,0,0,0,0,1,0,0,0,0,0,1,0,0
51,114161,3,1,1676,70,134,1,1,1,1,0,0,0,0,0,0,1,0,0
42,104363,2,4,4759,149,73,0,0,0,0,1,1,0,0,1,0,1,0,0
21,84516,1,8,3481,92,18,1,1,0,0,1,0,0,0,0,1,0,1,0
69,85412,2,1,4080,235,151,1,0,0,0,1,0,1,0,0,1,0,0,1
43,31429,3,3,899,92,7,0,0,0,0,1,0,1,0,0,1,0,0,0
33,47909,3,5,4217,74,10,1,0,0,0,1,0,1,0,0,1,1,0,0
27,82720,0,9,4024,225,123,0,0,0,1,0,0,0,1,1,0,1,0,0
62,82026,2,2,3552,183,241,0,0,0,0,1,0,1,0,0,1,0,0,0
19,47773,0,3,1346,281,263,0,1,0,0,0,0,0,1,0,0,0,1,0
52,64623,0,8,3371,153,295,0,0,1,0,1,0,0,0,1,0,1,0,0
36,51065,1,1,4868,124,18,1,1,0,0,0,1,0,0,0,0,0,1,0
23,103366,1,4,4543,139,75,1,1,0,1,0,0,0,1,0,0,1,0,0
36,88656,0,0,1330,35,218,1,1,1,0,1,0,0,0,1,0,0,0,1
69,26225,0,6,2378,64,220,0,0,1,0,1,1,0,0,0,1,0,0,1
68,35396,1,3,4569,95,151,0,0,0,0,0,0,0,1,1,0,1,0,0
25,87417,1,0,4367,179,168,0,1,0,0,1,1,0,0,0,0,0,1,0
31,66304,2,6,4500,208,296,0,0,1,1,0,0,0,0,0,1,0,1,0
27,82720,0,8,3052,110,211,0,1,1,1,0,0,0,0,0,0,0,0,1
20,21316,3,9,1925,184,114,1,1,0,0,1,1,0,0,0,1,1,0,0
55,54066,0,1,627,82,103,1,0,0,0,0,0,1,0,0,0,0,0,0
46,82974,1,8,2547,248,14,0,0,0,1,0,0,1,0,0,1,0,0,1
32,37868,1,5,4114,184,124,0,0,0,0,1,0,0,1,1,0,0,1,0
40,23236,2,6,1814,282,282,0,1,0,0,0,0,1,0,0,1,0,1,0
40,57431,1,1,4938,298,252,0,0,0,0,0,1,0,0,0,1,0,1,0
35,50426,2,0,1637,115,277,1,0,0,1,0,0,1,0,0,1,0,0,1
63,20802,2,4,4473,80,258,0,0,1,0,1,1,0,0,1,0,0,0,0
36,74216,3,8,929,231,195,1,1,0,1,0,0,0,1,0,1,0,1,0
45,69235,2,0,541,60,77,1,0,1,0,0,1,0,0,0,0,0,0,0
43,95949,0,7,1617,190,240,0,0,1,1,0,0,0,0,0,1,1,0,0
27,67060,1,2,4864,268,31,1,0,0,0,1,0,1,0,0,1,0,0,1
64,45055,2,6,3388,132,130,0,1,0,1,0,0,0,0,0,1,1,0,0
21,47789,2,2,3458,125,140,0,1,1,0,0,1,0,0,0,1,0,1,0
19,74457,3,6,2488,217,255,1,1,0,1,0,0,0,1,0,1,0,0,0
20,108222,0,0,1384,260,16,1,1,0,0,0,0,0,0,0,0,0,0,0
24,54576,1,9,3809,90,177,1,1,1,0,0,0,0,0,1,0,0,0,0
33,107702,3,5,550,18,252,1,1,0,0,0,0,0,1,1,0,0,1,0
48,32858,2,6,2889,244,193,0,0,0,1,0,1,0,0,0,0,0,0,1
27,30840,3,2,868,33,179,1,0,1,0,1,1,0,0,1,0,0,1,0
36,21489,1,7,4903,232,118,0,0,0,0,0,1,0,0,0,1,0,0,1
45,26970,0,9,1069,183,91,0,1,0,1,0,0,0,0,0,0,1,0,0
34,98977,0,7,1422,27,215,1,1,0,0,0,0,1,0,0,0,0,0,1
45,93305,1,7,3879,200,208,1,1,1,1,0,0,0,0,0,1,1,0,0
36,103937,1,8,3621,296,115,1,1,0,0,0,0,1,0,0,1,0,0,1
54,111513,0,7,2348,236,280,1,0,0,1,0,0,0,1,0,0,0,1,0
40,32555,0,8,3140,13,36,1,0,1,0,0,1,0,0,1,0,0,0,0
37,76047,0,0,3961,48,155,0,0,0,0,0,0,0,1,0,0,0,1,0
30,82172,3,0,1674,299,15,1,0,0,0,0,1,0,0,1,0,0,1,0
30,30871,1,1,1070,262,78,1,1,0,0,1,0,0,1,0,0,0,0,1
60,77193,0,8,625,70,164,0,0,0,1,0,0,0,1,0,0,0,0,0
28,93338,3,4,4853,236,39,0,0,0,0,1,1,0,0,1,0,1,0,0
65,84176,2,3,2610,216,160,1,0,0,1,0,1,0,0,0,1,0,0,1
32,25923,0,5,2481,224,138,0,0,0,0,0,1,0,0,0,1,0,0,1
34,83701,3,9,1662,290,201,1,1,0,1,0,0,0,0,0,1,0,1,0
67,88485,2,0,2521,171,236,1,1,1,1,0,0,0,0,0,1,0,0,1
45,66562,1,0,1736,120,31,0,0,0,0,0,1,0,0,0,0,0,0,1
36,95368,1,0,2517,143,73,1,1,0,0,0,1,0,0,0,1,0,1,0
21,31364,0,6,1385,115,259,0,0,0,0,0,0,1,0,1,0,1,0,0
39,24702,0,6,600,223,174,0,0,0,1,0,0,1,0,1,0,0,0,0
39,47752,2,6,4304,64,90,0,1,0,0,0,0,0,1,1,0,0,1,0
54,89356,0,2,1915,244,200,0,0,0,0,0,0,0,0,1,0,0,1,0
56,81057,2,2,3971,243,180,1,0,0,1,0,0,0,1,0,0,0,0,1
51,101634,1,9,2155,78,157,0,0,0,0,1,0,0,1,0,1,1,0,0
50,74939,1,4,3307,46,23,1,0,0,1,0,0,0,1,0,1,0,0,0
61,63142,2,3,1263,188,39,1,0,0,1,0,1,0,0,0,1,0,1,0
59,65844,0,1,707,179,258,0,0,1,1,0,1,0,0,0,0,0,0,0
57,61579,1,6,2373,97,184,0,0,0,0,0,0,1,0,1,0,0,0,0
50,34552,2,6,3585,168,88,0,0,0,1,0,1,0,0,1,0,1,0,0
29,105457,2,7,4901,110,111,1,0,0,0,1,0,1,0,0,0,0,1,0
19,113608,0,0,998,257,273,1,0,0,1,0,0,1,0,1,0,1,0,0
45,98060,3,7,2555,295,229,0,0,0,1,0,0,0,1,0,1,0,0,1
27,67692,1,7,4435,104,107,0,0,1,0,0,0,0,0,0,0,0,0,0
39,39828,1,5,1140,210,37,0,1,0,0,0,0,1,0,0,0,0,0,1
34,87054,3,5,3900,283,75,0,1,0,0,1,0,0,1,0,1,0,1,0
43,39085,1,3,2883,116,33,1,1,0,1,0,0,1,0,1,0,0,1,0
20,56304,2,5,4401,223,81,0,0,0,1,0,0,0,1,1,0,0,1,0
24,59500,2,7,566,292,36,0,1,0,1,0,1,0,0,0,0,0,0,1
61,50729,2,4,2632,75,185,0,0,1,1,0,1,0,0,0,0,0,1,0
25,84976,3,5,2887,156,132,1,1,0,1,0,0,0,0,0,1,0,1,0
37,107350,0,6,4003,177,112,1,0,0,1,0,0,1,0,0,1,0,1,0
29,100385,0,4,2906,177,137,1,1,0,0,0,0,1,0,0,0,0,1,0
52,76832,3,8,4500,180,237,0,0,1,0,1,0,0,0,0,1,0,0,0
34,90190,1,5,3863,238,286,0,0,0,1,0,0,0,1,0,1,0,0,1
45,23162,3,1,4589,26,265,1,0,1,1,0,1,0,0,0,1,1,0,0
58,52338,0,6,1794,178,164,1,0,0,0,0,1,0,0,1,0,0,1,0
27,112433,2,6,2824,55,42,0,0,0,1,0,0,0,0,1,0,0,1,0
39,52120,1,4,4259,208,3,0,1,0,0,0,1,0,0,1,0,0,1,0
55,74984,0,7,4842,180,66,0,0,0,0,1,0,1,0,0,0,1,0,0
50,23133,0,7,4293,47,286,0,1,1,1,0,0,0,0,1,0,0,1,0
39,75832,2,4,1871,230,167,0,1,0,0,1,0,1,0,0,0,1,0,0
61,72437,0,8,991,215,29,0,1,0,1,0,0,0,1,0,1,0,0,1
54,57836,1,0,4502,7,176,0,1,1,0,1,0,0,0,1,0,1,0,0
30,77500,1,7,3777,284,232,0,1,0,0,1,0,0,1,1,0,1,0,0
44,56722,1,5,1848,256,234,0,1,0,1,0,0,0,1,0,1,0,1,0
32,45045,3,0,3208,115,70,1,0,0,0,1,0,0,1,0,1,1,0,0
39,48239,0,2,697,40,159,0,1,1,0,0,0,0,0,0,0,0,1,0
47,78874,3,4,3475,271,174,0,1,0,0,0,0,0,0,0,0,1,0,0
60,82151,0,4,793,265,228,1,1,0,0,1,1,0,0,0,0,0,1,0
57,69012,3,5,4731,180,177,1,0,0,0,1,0,0,0,0,0,0,1,0
54,72929,1,4,1031,248,234,0,1,0,0,0,1,0,0,1,0,1,0,0
51,54116,0,8,1024,54,191,1,0,1,1,0,1,0,0,1,0,1,0,0
61,54509,3,5,1354,144,280,1,0,0,0,0,0,1,0,1,0,1,0,0
51,98031,1,4,3398,222,174,1,1,0,0,1,1,0,0,0,1,0,0,0
65,26898,0,8,4161,66,114,0,1,1,0,0,1,0,0,1,0,1,0,0
52,53889,1,3,1220,98,164,0,0,1,1,0,0,0,0,1,0,0,0,1
59,119049,2,8,4569,138,204,1,0,1,0,0,1,0,0,0,1,1,0,0
36,68137,2,6,2534,24,226,0,0,0,1,0,0,1,0,1,0,0,0,0
25,91367,2,7,1894,18,74,1,1,1,0,1,1,0,0,0,0,1,0,0
56,68747,2,7,1640,38,120,1,0,1,0,0,1,0,0,0,0,0,0,1
50,21138,1,0,3322,237,276,1,0,0,0,0,0,1,0,0,1,0,0,1
61,35898,0,6,1696,258,10,0,0,0,1,0,1,0,0,1,0,0,0,1
45,22492,2,8,4347,121,271,1,1,0,0,0,0,0,1,0,0,0,1,0
54,101446,3,7,2517,118,279,0,1,1,0,0,1,0,0,0,1,0,0,1
65,59694,3,7,522,147,171,1,0,0,1,0,0,0,1,1,0,1,0,0
42,101265,1,1,4578,184,25,1,0,0,0,0,0,0,1,0,0,0,1,0
53,59564,2,7,2444,289,131,1,1,0,1,0,1,0,0,1,0,0,0,0
34,52098,2,5,3569,280,65,0,1,0,0,1,1,0,0,1,0,0,0,0
41,46727,2,8,3665,188,100,0,0,0,0,0,1,0,0,1,0,0,1,0
38,35882,3,4,2755,284,120,0,1,0,1,0,0,0,1,1,0,0,1,0
19,64436,0,1,1688,42,267,0,0,1,1,0,0,0,0,0,1,1,0,0
48,52406,2,2,1480,129,222,0,0,0,0,0,0,0,1,0,0,1,0,0
61,104523,1,4,1202,263,132,0,1,0,1,0,0,0,0,0,1,0,0,0
50,104549,0,8,3516,51,73,0,1,1,0,1,0,0,0,0,0,1,0,0
47,76227,0,1,3949,201,7,1,1,0,0,1,1,0,0,1,0,0,0,0
29,102365,1,5,1245,108,69,0,0,0,0,0,0,0,1,1,0,0,0,0
61,56592,3,0,2349,34,107,1,1,1,0,1,0,0,0,1,0,0,1,0
29,101105,2,6,4367,243,205,0,0,0,0,0,0,0,1,1,0,0,0,1
68,45769,1,8,3746,141,82,0,1,0,0,0,0,1,0,0,0,0,1,0
66,39812,1,1,1322,58,95,0,1,0,1,0,0,1,0,0,0,0,0,0
69,104932,1,6,3419,109,37,1,0,0,1,0,0,0,1,0,1,0,0,1
41,101331,2,7,1519,132,161,1,1,0,1,0,0,0,1,0,0,0,0,0
41,63421,1,6,3092,6,38,0,1,0,1,0,0,0,1,0,0,0,0,0
28,112591,0,8,880,274,117,0,1,0,0,0,1,0,0,1,0,0,0,1
30,116653,3,1,3211,246,242,1,1,0,1,0,1,0,0,0,0,0,0,1
44,57595,1,7,3173,104,57,1,1,0,1,0,0,0,1,1,0,0,1,0
25,108990,2,7,1369,204,242,0,0,0,0,1,0,1,0,0,1,0,0,0
27,96477,1,4,1901,120,221,1,1,0,0,0,0,0,1,0,1,1,0,0
25,69238,2,1,2190,17,204,1,0,0,0,1,0,0,1,0,0,0,1,0
37,43785,3,8,2943,190,295,0,1,0,0,1,0,0,1,0,0,0,0,1
25,51646,3,5,4084,153,236,1,1,0,0,1,0,0,1,1,0,0,0,1
